id,name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,estimated_annual_revenue
44452,Yonge & Bloor Studio Skyline,Unknown,Rosedale-Moore Park,Entire home/apt,91.0,28.0,68,0.36,13,365,1310.4
44469,Yonge & Bloor 2 Bedroom Apartment,Unknown,Rosedale-Moore Park,Private room,77.0,30.0,8,0.05,13,365,154.00000000000003
45399,Fountain View Studio - Eaton center,Unknown,Bay Street Corridor,Entire home/apt,104.0,28.0,89,0.47,13,362,1955.2
45893,Yonge & Bloor Lakeview Master BR,Unknown,Rosedale-Moore Park,Private room,72.0,28.0,24,0.13,13,270,374.40000000000003
50110,Yorkville one bedroom Condo,Unknown,Church-Yonge Corridor,Entire home/apt,112.0,28.0,61,0.33,13,365,1478.4
62545,Furnished Downtown Room,Unknown,Niagara,Private room,24.0,60.0,23,0.12,6,231,115.19999999999999
64641,Furnished Downtown Room,Unknown,Niagara,Private room,24.0,60.0,29,0.16,6,267,153.60000000000002
64645,Furnished Downtown Suite with Private Washroom,Unknown,Niagara,Private room,28.0,60.0,18,0.1,6,263,112.00000000000003
66856,Furnished Downtown Room,Unknown,Niagara,Private room,20.0,60.0,6,0.03,6,293,24.0
71118,Downtown Loft Suite with Private Washroom,Unknown,Niagara,Entire home/apt,32.0,60.0,13,0.07,6,236,89.60000000000001
84151,North City View DT Apartment,Unknown,Rosedale-Moore Park,Entire home/apt,111.0,30.0,23,0.13,13,365,577.2
96336,John & Bren's Queen West 3 bedroom townhouse,Unknown,Niagara,Entire home/apt,444.0,1.0,180,1.19,1,44,21134.4
112842,Gorgeous Condo near High Park!!,Unknown,High Park North,Entire home/apt,19.0,120.0,12,0.07,1,170,53.2
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,Unknown,South Parkdale,Entire home/apt,102.0,28.0,86,0.48,2,272,1958.3999999999999
146601,Modern 1BR Downtown - Blue Jays Way,Unknown,Waterfront Communities-The Island,Entire home/apt,183.0,28.0,8,0.04,1,365,292.8
153000,Spacious 2BR|2BTH Condo • CN Tower / Rogers Centre,Unknown,Waterfront Communities-The Island,Entire home/apt,668.0,2.0,67,0.37,1,251,9886.4
154743,Downtown Yorkville Toronto,Unknown,Church-Yonge Corridor,Entire home/apt,96.0,30.0,70,0.39,1,189,1497.6
186342,LUXE Bayview Village 3BR /w 2-Car Garage,Unknown,Bayview Village,Entire home/apt,264.0,30.0,0,0.0,1,173,0.0
192860,modern clean quiet 2B@ High Park -40% monthly,Unknown,Junction Area,Entire home/apt,82.0,29.0,129,0.73,2,142,2394.4
196584,Spacious 1 Bedroom Suite on Subway Line!,Unknown,Oakridge,Entire home/apt,82.0,28.0,71,0.61,1,332,2000.8000000000002
224775,"Location, Location downtown Toronto /  Lower Rate",Unknown,Church-Yonge Corridor,Private room,78.0,28.0,41,0.31,2,284,967.2
232794,Unrivaled location on Yorkville Ave/2000 sq ft,Unknown,Annex,Entire home/apt,262.0,28.0,8,0.05,1,207,524.0000000000001
239449,Bright 1BR Prime Annex U of T - Subway / Bloor St,Unknown,Annex,Entire home/apt,113.0,28.0,42,0.27,1,137,1220.4
288341,Beautiful Victorian Home,Unknown,North St.James Town,Entire home/apt,628.0,1.0,67,0.44,1,309,11052.800000000001
307726,Boutique Chic Studio at Maple Leaf Square,Unknown,Waterfront Communities-The Island,Entire home/apt,116.0,28.0,73,0.42,1,188,1948.8000000000002
363057,Charming Century Cottage in Beaches,Unknown,The Beaches,Entire home/apt,239.0,28.0,87,0.82,1,364,7839.200000000001
366973,Spacious Modern Cozy King W Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,144.0,28.0,9,0.06,1,358,345.59999999999997
393873,"Sunny, Spacious, Downtown 1 Bedroom",Unknown,Niagara,Entire home/apt,19.0,183.0,21,0.12,1,341,91.2
394627,Furnished Downtown Studio Suite,Unknown,University,Entire home/apt,25.0,60.0,5,0.04,6,353,40.0
403200,Yonge & Bloor Lakview Bedroom,Unknown,Rosedale-Moore Park,Private room,68.0,28.0,6,0.04,13,365,108.80000000000001
429943,Super Studio in the Upper Beach,Unknown,East End-Danforth,Entire home/apt,76.0,28.0,48,0.29,18,316,881.6
466650,Spacious Scandinavian Style Home in King West,Unknown,Niagara,Entire home/apt,1064.0,6.0,88,0.53,2,196,22556.800000000003
495303,Your Home In Toronto,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,115.0,29.0,115,0.7,1,89,3219.9999999999995
511463,room available in a gorgeous light- filled loft-,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,157.0,2.0,8,0.05,1,84,314.00000000000006
516823,"Monthly, Cozy + Clean Studio in the Junction",Unknown,Junction Area,Entire home/apt,74.0,31.0,189,1.13,2,275,3344.7999999999997
526705,Modern Authentic Luxurious Loft -Queen West,Unknown,Roncesvalles,Entire home/apt,492.0,4.0,77,0.46,1,322,9052.800000000001
529227,Little Italy-4 bedroom house,Unknown,Palmerston-Little Italy,Entire home/apt,269.0,28.0,18,0.11,1,365,1183.6000000000001
529256,Room in amazing retro modern space,Unknown,Trinity-Bellwoods,Private room,104.0,28.0,112,0.67,1,365,2787.2000000000003
571429,Chic Upper Beach 3 Bedroom Beauty,Unknown,East End-Danforth,Entire home/apt,162.0,28.0,29,0.18,18,78,1166.4
573892,Downtown Toronto Furnished Suite,Unknown,Waterfront Communities-The Island,Entire home/apt,153.0,28.0,91,0.55,3,243,3366.0000000000005
638586,Toronto Downtown near TIFF &  Convention Centre,Unknown,Waterfront Communities-The Island,Entire home/apt,170.0,30.0,61,0.43,1,359,2924.0000000000005
643916,Basement apartment (1 bdrm) in lower Junction,Unknown,Junction Area,Entire home/apt,165.0,1.0,9,0.06,1,304,396.0
654048,Large 4 Bedroom House in Toronto Private Clean,Unknown,Morningside,Entire home/apt,176.0,28.0,21,0.13,1,166,915.2
666670,Super Studio in the Upper Beach II,Unknown,East End-Danforth,Entire home/apt,67.0,28.0,47,0.3,18,353,804.0
670171,Refreshing High Park Apt - close to Lake / Nature,Unknown,High Park North,Entire home/apt,107.0,28.0,0,0.0,1,364,0.0
702286,Beautiful Garden Apt With Porches,Unknown,High Park-Swansea,Entire home/apt,195.0,30.0,18,0.11,5,354,858.0000000000001
703124,2000 Sq Ft 3BR High Park/Junction • Balcony BBQ,Unknown,High Park-Swansea,Entire home/apt,211.0,30.0,24,0.16,5,252,1350.4
703133,2000 Sq Ft 2BR High Park/Junction • Balcony BBQ,Unknown,High Park-Swansea,Entire home/apt,210.0,30.0,4,0.03,5,250,252.0
728817,Bright Victorian Home in Roncesvalles Village,Unknown,Roncesvalles,Entire home/apt,497.0,28.0,14,0.09,1,201,1789.2000000000003
738252,Newly renov 2 bed lower level/ basement suite,Unknown,High Park-Swansea,Entire home/apt,181.0,28.0,8,0.06,5,339,434.4
756619,"The Winchester, Modern Bedroom Suite",Unknown,Cabbagetown-South St.James Town,Private room,133.0,2.0,153,0.99,3,145,5266.8
771141,Studio Loft/Walk to Eaton Center,Unknown,Moss Park,Entire home/apt,84.0,28.0,38,0.24,4,355,806.4
774352,Exquisite Yorkville Residence,Unknown,Church-Yonge Corridor,Entire home/apt,242.0,28.0,76,0.57,3,284,5517.6
788710,High Park Stylish Apartment,Unknown,High Park-Swansea,Entire home/apt,91.0,30.0,2,0.01,1,103,36.4
790887,Downtown Central Suite,Unknown,Church-Yonge Corridor,Private room,204.0,1.0,649,4.18,1,139,34108.799999999996
794506,Beautiful suite in Downtown Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,293.0,2.0,175,1.21,1,85,14181.199999999999
817749,One Bedroom Downtown,Unknown,Waterfront Communities-The Island,Entire home/apt,113.0,30.0,51,0.32,1,183,1446.4
818228,Private Room in Downtown Toronto RM2,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,75.0,1.0,781,5.09,3,314,15270.0
820177,"Modern apartment in leafy, downtown!",Unknown,Palmerston-Little Italy,Entire home/apt,88.0,28.0,47,0.29,1,64,1020.8
883109,"Spacious, bright, renovated home Toronto-Danforth",Unknown,Broadview North,Entire home/apt,570.0,4.0,21,0.14,1,259,3192.0000000000005
892352,Panoramic Views in Bright Loft + Free Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,425.0,4.0,363,2.38,1,252,40460.0
921532,A Tiny Hotel: The Malibu Room,Unknown,Greenwood-Coxwell,Private room,80.0,1.0,243,4.3,3,108,13760.0
923427,The Green Room at Bathurst and Harbord,Unknown,University,Private room,87.0,2.0,87,0.55,2,86,1914.0000000000002
954935,Furnished 1 Bedroom Appartment,Unknown,South Riverdale,Entire home/apt,66.0,28.0,37,0.24,1,324,633.6
959676,Casa Palma Azul,Unknown,Church-Yonge Corridor,Entire home/apt,93.0,28.0,41,0.27,1,336,1004.4000000000001
985003,1 Bedroom Basement Apartment in Leslieville,Unknown,South Riverdale,Entire home/apt,165.0,28.0,118,0.76,1,291,5016.000000000001
990322,Private 1BR Suite w/ Parking | St Clair West,Unknown,Humewood-Cedarvale,Entire home/apt,97.0,28.0,38,0.27,7,260,1047.6000000000001
1009656,Bloorcourt Village Apt. longer-term accommodations,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,85.0,28.0,169,1.08,1,293,3672.0000000000005
1030061,Modern 1 Bedroom Condo in Entertainment District,Unknown,Waterfront Communities-The Island,Entire home/apt,38.0,80.0,30,0.26,1,228,395.2
1033151,The Great Gerrard - Paris Suite,Unknown,East End-Danforth,Entire home/apt,68.0,28.0,58,0.37,18,361,1006.4
1033162,Downtown Toronto Condo Close to Union Station,Unknown,Waterfront Communities-The Island,Entire home/apt,141.0,28.0,7,0.07,3,200,394.8
1035534,Four bedroom Two bathroom House Awaits,Unknown,Taylor-Massey,Entire home/apt,152.0,30.0,3,0.16,10,241,972.8000000000001
1036076,"Luxury Apt, Garden, small Dog welcome, Ev Charger",Unknown,Willowdale East,Entire home/apt,90.0,28.0,47,0.34,1,238,1224.0000000000002
1053838,Beautiful Private Room in Home - Downtown Toronto,Unknown,Palmerston-Little Italy,Private room,89.0,31.0,153,0.98,1,365,3488.8
1057144,Beautiful Toronto Home opp Park,Unknown,Dufferin Grove,Entire home/apt,140.0,28.0,6,0.04,1,359,224.0
1066718,Entire Suite with Private Entry/Bath/Garden,Unknown,Niagara,Private room,217.0,2.0,755,4.82,1,228,41837.600000000006
1080121,Downtown Suite with the Best Views in the City,Unknown,Waterfront Communities-The Island,Entire home/apt,70.0,90.0,516,3.35,1,365,9380.000000000002
1092407,Great Gerrard - Mona Lisa Suite,Unknown,East End-Danforth,Entire home/apt,81.0,28.0,37,0.24,18,200,777.6
1110760,The Great Gerrard - New York Suite,Unknown,East End-Danforth,Entire home/apt,84.0,28.0,40,0.26,18,292,873.6
1145641,The Map Room at Bathurst and Harbord,Unknown,University,Private room,90.0,1.0,85,0.55,2,58,1980.0000000000002
1150719,Garden Aptartment,Unknown,South Riverdale,Entire home/apt,175.0,3.0,139,0.89,1,180,6230.0
1153863,One Bedroom and private bath by the lake,Unknown,Mimico (includes Humber Bay Shores),Private room,145.0,2.0,27,0.85,1,351,4930.0
1161630,Bloor & Ossington Park-front Apartment,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,90.0,28.0,5,0.27,3,126,972.0000000000001
1161888,Authentic Hard Loft in the Heart of Toronto,Unknown,South Parkdale,Entire home/apt,202.0,3.0,129,0.9,1,40,7272.000000000002
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,Unknown,Palmerston-Little Italy,Private room,75.0,30.0,27,0.18,1,321,540.0000000000001
1173944,Large Open-Concept One-Bedroom Flat,Unknown,Little Portugal,Entire home/apt,116.0,28.0,28,0.18,2,358,835.2000000000002
1194984,Spacious Room and Private Bath,Unknown,Roncesvalles,Private room,66.0,28.0,22,0.14,1,88,369.6
1202446,Peaceful rooms @ King/Spadina,Unknown,Waterfront Communities-The Island,Private room,511.0,1.0,145,0.93,4,80,19009.2
1214297,Beautiful Lower level/Basement Apt #1- two bedroom,Unknown,High Park-Swansea,Entire home/apt,180.0,30.0,19,0.13,5,339,936.0
1221275,Beautiful and Stylish 2 BR Condo in DT Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,218.0,28.0,10,0.07,27,289,610.4000000000001
1221280,Executive 1BR +Office w/ Balcony | Pool | Downtown,Unknown,Bay Street Corridor,Entire home/apt,151.0,30.0,14,0.09,1,201,543.6000000000001
1223097,"Colourful Apartment, Creative Space",Unknown,Annex,Entire home/apt,107.0,28.0,137,0.98,1,93,4194.400000000001
1242683,Beautiful spacious west end house,Unknown,Little Portugal,Entire home/apt,662.0,5.0,39,0.3,1,54,7944.0
1269925,Casa Meya - Toronto Poolhouse Villa,Unknown,Parkwoods-Donalda,Entire home/apt,534.0,2.0,95,0.67,1,287,14311.200000000003
1270535,Playter Estates Happy Tree Lined Neighbourhood,Unknown,Playter Estates-Danforth,Entire home/apt,126.0,30.0,21,0.16,1,196,806.4000000000001
1301718,Uber Upper Beach 3 Bedroom Suite,Unknown,East End-Danforth,Entire home/apt,134.0,28.0,26,0.18,18,353,964.8000000000002
1321398,Toronto Beach Paradise,Unknown,The Beaches,Entire home/apt,194.0,1.0,175,1.23,2,177,9544.800000000001
1326015,Beautiful sun filled Bloordale home,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,147.0,28.0,22,0.14,1,57,823.2
1335133,Newly reno'd 2-story house in family-friendly hood,Unknown,Old East York,Entire home/apt,474.0,3.0,31,0.2,1,92,3792.000000000001
1348067,The Great Gerrard - Toronto Suite,Unknown,East End-Danforth,Entire home/apt,85.0,28.0,24,0.16,18,171,544.0
1365638,Luxury Condo@Lakeshore Blvd West,Unknown,Mimico (includes Humber Bay Shores),Private room,104.0,28.0,43,0.31,1,179,1289.6000000000001
1369701,Private room upstairs in artist’s home,Unknown,Corso Italia-Davenport,Private room,97.0,28.0,21,0.14,1,88,543.2
1370412,Sunny Bachelor Studio,Unknown,Dufferin Grove,Entire home/apt,72.0,28.0,13,0.11,1,204,316.8
1392434,Classic Victorian in Little Portugal,Unknown,Little Portugal,Entire home/apt,578.0,4.0,1,0.03,1,16,693.6
1455503,Large Luxury Suite in Downtown Toronto King West,Unknown,Niagara,Entire home/apt,242.0,30.0,9,0.07,1,89,677.6
1477940,Toronto Modern Urban Hideaway,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,91.0,28.0,53,0.35,4,365,1273.9999999999998
1486931,Large & Bright Authentic Loft,Unknown,South Parkdale,Entire home/apt,286.0,1.0,260,1.7,1,147,19448.0
1510402,Private Room in Downtown Toronto RM1,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,69.0,1.0,464,3.03,3,137,8362.800000000001
1546244,"Superb Little Italy, Toronto",Unknown,Trinity-Bellwoods,Private room,175.0,1.0,240,2.31,1,229,16170.000000000002
1552251,"Private Bath, Large Room, Great Bed",Unknown,Annex,Private room,70.0,28.0,54,0.36,2,292,1008.0000000000001
1560504,A gorgeous house in Queen West!,Unknown,Trinity-Bellwoods,Entire home/apt,446.0,28.0,53,0.35,1,362,6243.999999999999
1560977,Toronto Water Park City Luxury Suite,Unknown,Niagara,Entire home/apt,191.0,28.0,425,2.79,1,365,21315.600000000006
1564089,Quiet Bright 2 Bedroom Downtown!!!!,Unknown,Little Portugal,Entire home/apt,89.0,28.0,7,0.05,1,78,178.00000000000003
1570103,Toronto downtown mini loft!,Unknown,Little Portugal,Entire home/apt,100.0,28.0,115,0.76,2,121,3040.0000000000005
1578070,Unbeatable Downtown Location,Unknown,Waterfront Communities-The Island,Entire home/apt,565.0,28.0,16,0.11,1,178,2486.0
1604069,"Away to Relax! Lake View, 2nd floor, Private Bath",Unknown,Birchcliffe-Cliffside,Private room,143.0,3.0,502,3.29,1,277,18818.800000000003
1610027,Serviced spacious two bedrooms apartment,Unknown,Yonge-Eglinton,Entire home/apt,103.0,28.0,39,0.26,27,108,1071.2
1631083,Queen Room with Shared Bathroom,Unknown,Yonge-Eglinton,Private room,66.0,28.0,22,0.14,27,73,369.6
1631386,Private Room in Downtown Toronto RM3,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,67.0,1.0,590,3.87,3,312,10371.6
1646214,"2BR+Pullout, Sleeps 6, 1BA, Parking - Downtown Gem",Unknown,Niagara,Entire home/apt,43.0,90.0,84,0.64,1,212,1100.8
1650864,"Private Room in Luxury Area, Shared Condo",Unknown,Church-Yonge Corridor,Private room,79.0,28.0,13,0.11,1,55,347.6
1651958,renovated cozy bachelor downtown Toronto,Unknown,North St.James Town,Entire home/apt,197.0,3.0,187,1.3,1,229,10244.000000000002
1652086,Deluxe King Room with En-Suite Bathroom,Unknown,Yonge-Eglinton,Private room,221.0,28.0,15,0.1,27,364,884.0000000000002
1652220,Queen Room (shared bathroom),Unknown,Yonge-Eglinton,Private room,55.0,28.0,31,0.2,27,109,440.0000000000001
1668445,Serviced Deluxe Family Apartment( self-contained),Unknown,Yonge-Eglinton,Entire home/apt,93.0,28.0,73,0.49,27,138,1822.8000000000002
1673003,lovely 2 +1 bdrm home +  garage in  midtown,Unknown,Lawrence Park North,Entire home/apt,743.0,3.0,30,0.2,1,221,5944.000000000001
1722517,Clean & Quiet Stay- Women Only • Prime Downtown,Unknown,Waterfront Communities-The Island,Private room,104.0,28.0,198,1.31,3,365,5449.6
1727775,Walk to FIFA World Cup! Next to FIFA Fan Festival,Unknown,Niagara,Entire home/apt,254.0,1.0,138,1.23,1,68,12496.800000000001
1759486,One Bdrm Condo Kipling Subway,Unknown,Islington-City Centre West,Entire home/apt,153.0,28.0,0,0.0,2,267,0.0
1762021,Great House on Palmerston Blvd in downtown Toronto,Unknown,Palmerston-Little Italy,Entire home/apt,681.0,1.0,167,1.19,1,121,32415.600000000002
1779167,Spacious downtown condo,Unknown,Waterfront Communities-The Island,Entire home/apt,22.0,365.0,5,0.06,1,365,52.8
1785285,"Luxurious bath / Cosy, quiet room",Unknown,Annex,Private room,70.0,28.0,53,0.35,2,266,979.9999999999999
1820689,Spectacular Yorkville Condo | 2BR Two Story Loft,Unknown,Annex,Entire home/apt,264.0,28.0,63,0.43,1,186,4540.800000000001
1844121,Amazing Bed & Breakfast Downtown,Unknown,Bay Street Corridor,Private room,264.0,1.0,249,1.71,1,346,18057.600000000002
1856109,Beautiful and Cozy Home for Rental,Unknown,Englemount-Lawrence,Entire home/apt,172.0,1.0,681,4.54,1,174,31235.200000000004
1876510,Suite in the Beaches,Unknown,The Beaches,Entire home/apt,228.0,3.0,52,2.14,1,57,19516.800000000003
1886850,Private Roncesvalles coach house,Unknown,Roncesvalles,Entire home/apt,82.0,28.0,274,1.84,1,162,6035.200000000001
1912746,U5 New Modern Bachelor Downtown Apt,Unknown,Annex,Entire home/apt,110.0,29.0,77,0.51,17,280,2244.0000000000005
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,Unknown,Mount Dennis,Private room,71.0,30.0,2,0.02,8,365,56.800000000000004
1945120,Private Courtyard + Best Area,Unknown,Little Portugal,Private room,57.0,28.0,94,0.63,3,342,1436.4
2045208,Cozy Condo near CN Tower  Roger's Center- DT,Unknown,Waterfront Communities-The Island,Entire home/apt,126.0,28.0,67,0.45,4,103,2268.0000000000005
2061445,Upper Beach House Overlooking Park with Parking,Unknown,East End-Danforth,Entire home/apt,456.0,2.0,94,0.72,1,241,13132.800000000001
2124858,"Rm Queen Bed. Qn St 1 min, Beach 5 min. park free",Unknown,The Beaches,Private room,132.0,1.0,174,1.2,2,175,6336.0
2126181,"The Yoga House,  Yoga, Thai Massage",Unknown,Woodbine Corridor,Private room,147.0,28.0,9,0.06,1,200,352.8
2127047,Charming Summerhill Townhome-Parking & Patio,Unknown,Annex,Entire home/apt,256.0,30.0,0,0.0,1,322,0.0
2140635,Downtown One Bedroom Condo - Long Term,Unknown,North St.James Town,Entire home/apt,109.0,30.0,3,0.02,13,66,87.2
2165395,Bright & fun eco-home in great neighbourhood,Unknown,Little Portugal,Entire home/apt,130.0,4.0,22,0.15,1,162,780.0
2171366,A spectacular and authentic loft!,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,485.0,1.0,176,1.21,2,243,23474.0
2217230,ZEN LOFT IN HEART OF TRINITY BELLWOODS,Unknown,Trinity-Bellwoods,Entire home/apt,140.0,28.0,10,0.07,1,165,392.00000000000006
2226745,Huge 1225 sq/f Luxury Leslieville Loft,Unknown,South Riverdale,Entire home/apt,199.0,28.0,2,0.06,1,359,477.59999999999997
2247703,Calm in the heart of the city,Unknown,Dufferin Grove,Entire home/apt,294.0,1.0,38,2.0,1,18,23520.0
2274060,1 BR-Close to DonMills & Eglinton,Unknown,Flemingdon Park,Private room,33.0,28.0,40,0.28,2,364,369.6
2296506,Fully Furnished Downtown Condo - stunning Lakeview,Unknown,Waterfront Communities-The Island,Entire home/apt,115.0,28.0,69,0.47,2,256,2162.0
2316147,Spacious Yorkville 2 Bed & 2 Bath - Yonge & Bloor,Unknown,Rosedale-Moore Park,Entire home/apt,168.0,28.0,61,0.43,2,365,2889.6000000000004
2319682,AUTHENTIC FEATHER FACTORY HARD LOFT!!!,Unknown,Roncesvalles,Entire home/apt,347.0,2.0,250,1.72,2,361,23873.600000000002
2320893,"Downtown, cozy, holistic space for your comfort",Unknown,Bay Street Corridor,Entire home/apt,401.0,2.0,41,0.28,1,310,4491.200000000001
2325040,Stylish loft at the trendy neighborhood.,Unknown,South Riverdale,Entire home/apt,268.0,28.0,20,0.14,1,284,1500.8000000000002
2329180,"Private Bdrm - Shared 2 BdRm, on Yonge Subway Line",Unknown,Church-Yonge Corridor,Private room,50.0,28.0,52,0.42,1,209,840.0
2336683,North Toronto near Sheppard West Subway,Unknown,Clanton Park,Private room,95.0,28.0,21,0.19,1,173,722.0000000000001
2434313,"Lovely Loft - Near Food, Coffee, Transportation",Unknown,Dovercourt-Wallace Emerson-Junction,Private room,80.0,1.0,275,1.88,1,62,6016.0
2435178,2Bd/2Bth*Pool/Sauna/Gym*Parking*at Kipling Subway*,Unknown,Islington-City Centre West,Entire home/apt,177.0,28.0,9,0.07,2,352,495.6
2474185,Village Landing,Unknown,Church-Yonge Corridor,Private room,145.0,28.0,14,0.63,1,179,3654.0000000000005
2483875,Our pied-a-terre.  Walk Anywhere!,Unknown,Kensington-Chinatown,Entire home/apt,83.0,28.0,15,0.12,1,79,398.4
2516271,2+den bedrooms downtown Toronto University,Unknown,Bay Street Corridor,Entire home/apt,175.0,28.0,202,1.41,1,356,9870.0
2531934,Penthouse Loft - CN Tower/Lake View,Unknown,Niagara,Entire home/apt,394.0,28.0,35,0.24,1,365,3782.3999999999996
2571251,Private Rooms w/t Shared Kitchen Bathrooms Laundry,Unknown,Bayview Village,Private room,64.0,28.0,18,0.13,3,89,332.8
2618025,2F Modern Bright Bachelor,Unknown,Church-Yonge Corridor,Entire home/apt,81.0,28.0,107,0.74,17,216,2397.6
2666562,"Beautiful Suite, 21 min. to downtown by Go Train",Unknown,Cliffcrest,Private room,99.0,2.0,649,4.52,2,143,17899.199999999997
2684516,Modern Design Guest Suite,Unknown,Cabbagetown-South St.James Town,Private room,158.0,3.0,95,0.71,3,97,4487.2
2692019,Bright and modern at Yonge/Eglinton,Unknown,Mount Pleasant West,Private room,87.0,28.0,49,0.35,3,150,1217.9999999999998
2721128,"Small, Sweet & Complete Suite",Unknown,East End-Danforth,Entire home/apt,63.0,28.0,100,0.71,18,323,1789.1999999999998
2736265,The heart of Yonge & Eglinton,Unknown,Mount Pleasant West,Private room,87.0,28.0,40,0.28,3,291,974.4000000000001
2739614,Traveler's Home,Unknown,North St.James Town,Private room,65.0,28.0,0,0.0,2,358,0.0
2746751,Vibrant downtown place,Unknown,Bay Street Corridor,Entire home/apt,202.0,3.0,254,1.76,1,163,14220.800000000001
2774695,Walk to BMO Field World Cup-2 lovely queen bedroom,Unknown,South Parkdale,Private room,206.0,1.0,34,0.28,5,291,2307.2000000000003
2785516,Funky one-bedroom unit w/ Netflix,Unknown,Corso Italia-Davenport,Entire home/apt,73.0,28.0,66,0.45,1,323,1314.0000000000002
2817835,King Room + Free Parking | Kensington Market,Unknown,Kensington-Chinatown,Private room,138.0,3.0,386,2.73,3,254,15069.6
2888365,"Cozy, Cool 2 Bedroom Little Italy",Unknown,Palmerston-Little Italy,Entire home/apt,142.0,28.0,62,0.43,9,351,2442.4000000000005
2906218,Beautiful 1 Bedroom in Victorian Home!,Unknown,Kensington-Chinatown,Entire home/apt,142.0,28.0,131,0.94,1,277,5339.2
2918244,CHARMING 3BR HOME W/FIREPLACE & PRIVATE YARD W/BBQ,Unknown,Corso Italia-Davenport,Entire home/apt,230.0,28.0,88,0.66,5,272,6072.000000000001
2969361,Tree top gem - Downtown Toronto,Unknown,Moss Park,Entire home/apt,309.0,2.0,235,1.65,1,25,20394.0
2988248,Luxe Life in  Little Italy Dwtn 3 bed Open Concept,Unknown,Palmerston-Little Italy,Entire home/apt,261.0,28.0,84,0.61,9,168,6368.400000000001
2988568,Delightful Apartment w/ Private Outdoor Space!,Unknown,Palmerston-Little Italy,Entire home/apt,499.0,28.0,64,0.48,9,292,9580.8
2993831,Spacious Loft w/ Victorian Charm & Balcony!,Unknown,Palmerston-Little Italy,Entire home/apt,573.0,28.0,84,0.6,9,293,13752.0
2997407,Charming Loft w/ Skylight & Balconies!,Unknown,Palmerston-Little Italy,Entire home/apt,145.0,28.0,98,0.69,9,365,4001.9999999999995
3001761,Charming Pied A Terre w/ Great Location!,Unknown,Palmerston-Little Italy,Entire home/apt,95.0,28.0,56,0.46,9,364,1748.0000000000002
3012895,Stylish sunny room in Toronto!,Unknown,Yorkdale-Glen Park,Private room,61.0,28.0,37,0.26,1,365,634.4
3031674,3 bdrm home in trendy family-friendly neighborhood,Unknown,South Riverdale,Entire home/apt,213.0,30.0,20,0.14,1,266,1192.8000000000002
3162666,Cosy Queen W garden apt w/ parking,Unknown,Niagara,Entire home/apt,318.0,3.0,45,0.35,1,75,4451.999999999999
3197148,Luxury furnished Apartment in prime location,Unknown,Mount Pleasant West,Entire home/apt,19.0,180.0,2,0.02,1,365,15.200000000000001
3229123,☆☆☆☆☆  Modern 2bd/2bth Suite Downtown Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,269.0,30.0,41,0.32,2,304,3443.2000000000003
3229169,Entire Guest Suite in Home,Unknown,Junction Area,Private room,72.0,28.0,73,0.51,1,115,1468.8000000000002
3257244,Luxury 1BR Downtown Condo @TIFF unit 3209,Unknown,Waterfront Communities-The Island,Entire home/apt,149.0,30.0,0,0.0,1,364,0.0
3264728,The Loft / Lower Rate / Welcome Health Care worker,Unknown,Church-Yonge Corridor,Private room,80.0,28.0,30,0.23,2,363,736.0000000000001
3270314,Toronto High Park Apartment,Unknown,High Park North,Entire home/apt,100.0,28.0,61,0.43,4,191,1720.0000000000002
3282729,Little Italy - Apartment,Unknown,Palmerston-Little Italy,Private room,193.0,1.0,513,3.64,3,17,28100.8
3339294,Large eclectic room in a Shared loft,Unknown,Little Portugal,Private room,165.0,1.0,212,1.49,8,224,9834.0
3348401,"Spacious, charming 3 storey home in great ‘hood",Unknown,Roncesvalles,Entire home/apt,498.0,28.0,7,0.06,1,365,1195.2
3354713,Penthouse• Free Parking• FIFA• Scotiabank Arena,Unknown,Waterfront Communities-The Island,Entire home/apt,611.0,1.0,20,6.74,1,64,164725.6
3364609,South Beach Marina Townhomes,Unknown,Niagara,Private room,310.0,30.0,67,0.47,1,365,5828.0
3402217,Private Studio Apt w/Sep Entry & UnderGrnd Parking,Unknown,Morningside,Entire home/apt,74.0,28.0,31,0.33,1,325,976.8000000000001
3405698,penthouse in Liberty Village,Unknown,Niagara,Entire home/apt,19.0,240.0,0,0.0,1,365,0.0
