id,name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,estimated_annual_revenue
30155786,"4 BDRM House at Downtown, 2free Parking with patio",Unknown,Palmerston-Little Italy,Entire home/apt,575.0,2.0,173,1.99,1,149,45770.0
30156917,Donmills&Sheppard Subway long term 2+2 Condo,Unknown,Don Valley Village,Entire home/apt,136.0,28.0,65,0.74,5,354,4025.6
30157044,STYLISH LOFT 2 BED/ 2 BATH IN THE HEART OF TORONTO,Unknown,Moss Park,Entire home/apt,146.0,30.0,3,0.1,1,200,584.0000000000001
30171073,Modern Airy Central Apartment with a Sunny Deck,Unknown,Dufferin Grove,Entire home/apt,93.0,28.0,42,0.48,6,242,1785.6
30173352,Modern Stay,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,82.0,28.0,9,0.1,1,365,328.00000000000006
30210824,Jane St. and Church St. House,Unknown,Pelmo Park-Humberlea,Private room,58.0,1.0,436,4.9,1,347,11368.000000000002
30230281,Private Room in the heart of Danforth/Toronto,Unknown,East End-Danforth,Private room,142.0,28.0,1,0.01,1,365,56.800000000000004
30230535,Entire Home Nearby CN Tower & Lake Ontario,Unknown,Waterfront Communities-The Island,Entire home/apt,506.0,1.0,327,3.67,1,103,74280.8
30244600,Stylish 1BR Retreat • Incredible Views • Parking,Unknown,Niagara,Entire home/apt,201.0,28.0,70,0.79,1,322,6351.6
30271671,Loft in the heart of Queen West,Unknown,South Parkdale,Entire home/apt,92.0,28.0,0,0.0,1,364,0.0
30321028,Lovely Getaway - Private bedroom with Breakfast,Unknown,Birchcliffe-Cliffside,Private room,81.0,30.0,37,0.42,2,222,1360.8
30338859,Private Bedroom W/ Private Full Washroom & office,Unknown,Waterfront Communities-The Island,Private room,187.0,28.0,0,0.0,1,126,0.0
30369669,Private 1BR Suite near The Junction | Laundry WiFi,Unknown,Rockcliffe-Smythe,Entire home/apt,76.0,28.0,31,0.35,1,307,1063.9999999999998
30370648,Subani's Downtown Tower,Unknown,Moss Park,Entire home/apt,633.0,28.0,6,0.07,1,269,1772.4
30370668,Leslieville Loft w/ Free Parking,Unknown,South Riverdale,Entire home/apt,194.0,28.0,22,0.29,1,280,2250.4
30371837,"25% OFF Private Room & Bath, Security, 1min subway",Unknown,Islington-City Centre West,Private room,102.0,28.0,7,0.09,2,365,367.20000000000005
30378610,Eglinton Ave. and Jane St. House,Unknown,Mount Dennis,Private room,50.0,28.0,6,0.07,2,365,140.0
30379173,"Newly built 2 bedroom, full washroom & Kitchen",Unknown,Highland Creek,Entire home/apt,173.0,2.0,107,1.97,1,139,13632.400000000001
30425730,"Cozy 2 Bedroom Suite, with parking,  self check in",Unknown,O'Connor-Parkview,Entire home/apt,79.0,28.0,101,1.14,1,178,3602.4
30429136,Luxury and Spacious 1BR + Den - Financial District,Unknown,Waterfront Communities-The Island,Entire home/apt,354.0,1.0,271,3.07,1,295,43471.2
30483104,Beautiful Modern 1 Bedroom Suite Yonge/Lawrence,Unknown,Lawrence Park North,Entire home/apt,98.0,28.0,47,0.54,1,199,2116.8
30504979,Charming 2 Bedroom Apartment off Dundas/Ossington,Unknown,Little Portugal,Entire home/apt,52.0,89.0,36,0.41,1,269,852.8000000000001
30509915,Lovely 2 Bedroom Lower Level Apartment,Unknown,Malvern,Entire home/apt,163.0,7.0,78,0.94,1,89,6128.8
30537607,"Spacious 2 Bed,2 Bath (City CNTR/ Subway/ Parking)",Unknown,Willowdale East,Entire home/apt,184.0,28.0,7,0.09,15,179,662.4000000000001
30537622,"Cozy One Bedroom, Toronto Downtown,Superb Location",Unknown,North St.James Town,Entire home/apt,158.0,1.0,130,1.48,1,41,9353.599999999999
30537753,*Lovely 2 BDR Unit/ Parking+ Subway *,Unknown,Lansing-Westgate,Entire home/apt,178.0,28.0,42,0.48,15,179,3417.6
30538067,Premium 1 BR Suite (City CNTR/Subway Dir.Access),Unknown,Lansing-Westgate,Entire home/apt,187.0,28.0,12,0.14,15,179,1047.2
30552210,Magnificent Views,Unknown,Annex,Entire home/apt,530.0,28.0,3,0.07,1,89,1484.0000000000002
30587545,Modern 1-BR Condo DT Toronto,Unknown,Bay Street Corridor,Entire home/apt,146.0,28.0,26,0.29,27,362,1693.6
30592619,"Downtown Toronto, CN tower and The Well Mall",Unknown,Waterfront Communities-The Island,Entire home/apt,126.0,30.0,119,1.35,1,293,6804.000000000002
30594541,Downtown Corner-Unit Condo with Stunning Views,Unknown,Waterfront Communities-The Island,Entire home/apt,282.0,3.0,99,1.16,1,67,13084.8
30667348,"Private room, walk to Woodbine Subway",Unknown,Woodbine-Lumsden,Private room,73.0,5.0,62,0.72,2,45,2102.4
30677861,Superhost Self-Check-In Quiet Private Room #1,Unknown,Glenfield-Jane Heights,Private room,61.0,1.0,283,3.2,3,10,7808.000000000002
30739386,Large & Bright 2BR+Den in Midtown w/ Free Parking,Unknown,Mount Pleasant West,Entire home/apt,331.0,2.0,177,2.02,1,176,26744.800000000003
30802551,Luxury Toronto Downtown Condo with Private Terrace,Unknown,Niagara,Entire home/apt,523.0,28.0,135,1.53,1,365,32007.600000000002
30849866,"Awesome Location, Funky Space",Unknown,Waterfront Communities-The Island,Entire home/apt,178.0,28.0,197,2.28,1,89,16233.6
30851224,1st floor house apartment in safe central area,Unknown,Palmerston-Little Italy,Entire home/apt,106.0,28.0,95,1.09,2,138,4621.600000000001
30931955,Private Cozy Studio in North York,Unknown,Willowdale West,Entire home/apt,73.0,28.0,78,0.89,1,89,2598.8
30952695,HumberBay Park! Airport!  Downtown Toronto! Clean!,Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,115.0,31.0,79,0.9,1,134,4140.000000000001
30956947,Relaxing Getaway - Private bedroom with Breakfast,Unknown,Birchcliffe-Cliffside,Private room,78.0,28.0,33,0.38,2,222,1185.6000000000001
30976235,"Downtown, bright, boutique condo",Unknown,Church-Yonge Corridor,Entire home/apt,468.0,1.0,104,1.25,1,252,23400.0
30983620,"Cozy Private Room, 12-min walk to Woodbine Subway",Unknown,Woodbine-Lumsden,Private room,76.0,5.0,62,0.71,2,27,2158.4
30995978,Quaint 1 bdrm+1 bath in upscale Yorkville Toronto,Unknown,Annex,Entire home/apt,132.0,28.0,55,0.64,1,90,3379.2000000000003
31001497,"New、Clean and comfortable room 01, good location!",Unknown,Pleasant View,Private room,33.0,30.0,26,0.3,3,187,396.0
31013111,Superhost King Self-Check-In Quiet Private Room #2,Unknown,Glenfield-Jane Heights,Private room,61.0,1.0,358,4.1,3,10,10004.0
31023351,Central east boutique condo with killer view,Unknown,Woodbine Corridor,Entire home/apt,18.0,180.0,5,0.27,1,319,194.4
31027116,"New、Clean and comfortable room 03, good location!",Unknown,L'Amoreaux,Private room,37.0,30.0,15,0.17,3,97,251.60000000000002
31066202,King West Triplex Upper PVT APT 1 BDRM w Parking,Unknown,Niagara,Entire home/apt,155.0,28.0,32,0.37,3,42,2294.0
31087728,"Toronto Danforth Woodbine Subway 3 BR, 2 Bath Apt",Unknown,Woodbine Corridor,Entire home/apt,207.0,28.0,6,0.07,2,316,579.6
31112902,Two story home & garden in vibrant neighbourhood,Unknown,University,Entire home/apt,1256.0,1.0,188,2.18,1,6,109523.20000000003
31124733,Happy home 1,Unknown,Don Valley Village,Private room,60.0,28.0,8,0.11,3,365,264.0
31124856,Happy home 2,Unknown,Don Valley Village,Private room,70.0,28.0,10,0.11,3,89,308.0
31166681,20% OFF Modern Designer 5-Star Room - 1 min subway,Unknown,Islington-City Centre West,Private room,61.0,28.0,28,0.32,4,89,780.8000000000001
31195264,❤️Victoria Executive 1  from 2 bedroom Basement❤️,Unknown,Wexford/Maryvale,Private room,68.0,28.0,3,0.04,4,365,108.80000000000001
31206638,Spacious 2-bed apartment in Roncesvalles Village,Unknown,Roncesvalles,Entire home/apt,146.0,28.0,76,0.89,2,286,5197.6
31209947,"Cozy 2 Bdrm Private apartment in Riverside, TO.",Unknown,South Riverdale,Entire home/apt,138.0,28.0,127,1.49,2,267,8224.800000000001
31210490,"Toronto West, room in appt overlooking High Park.",Unknown,High Park-Swansea,Private room,59.0,28.0,65,0.76,1,83,1793.6000000000004
31211016,By the lake,Unknown,Long Branch,Entire home/apt,94.0,28.0,64,0.76,1,77,2857.6000000000004
31220912,Homey beautiful Private apartment.,Unknown,Yonge-St.Clair,Entire home/apt,102.0,28.0,3,0.03,1,179,122.39999999999999
31222461,"modern 2BD, Cozy basement",Unknown,Parkwoods-Donalda,Entire home/apt,126.0,28.0,215,2.45,1,89,12348.000000000002
31242978,West Queen West Upper 1 Bedroom Flat w roof deck,Unknown,Little Portugal,Entire home/apt,91.0,28.0,17,0.2,1,46,728.0000000000001
31255290,Executive condo in the heart of Downtown Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,224.0,28.0,76,0.89,1,299,7974.400000000001
31267035,★Hip urban hideaway★Walk everywhere★Authentic TO★,Unknown,Little Portugal,Entire home/apt,99.0,28.0,114,1.31,1,269,5187.6
31310838,"New、clean and comfortable Suit, good location!",Unknown,L'Amoreaux,Private room,51.0,28.0,5,0.06,3,363,122.39999999999999
31314156,Entire Modern Apt w/ Large Windows,Unknown,Keelesdale-Eglinton West,Entire home/apt,77.0,30.0,35,0.4,8,326,1232.0000000000002
31320962,Quiet Stylish Location with Balcony in the Heart of Downtown,Unknown,Church-Yonge Corridor,Entire home/apt,113.0,28.0,96,1.1,2,228,4972.000000000001
31334609,"Clean, white, bright and close to TTC subway",Unknown,Woodbine Corridor,Entire home/apt,45.0,28.0,49,0.56,2,364,1008.0000000000001
31354275,Cozy single room great for single travellers,Unknown,O'Connor-Parkview,Private room,59.0,28.0,134,1.54,2,181,3634.4
31355802,Luxurious 1B in downtown Toronto wth CN Tower view,Unknown,Waterfront Communities-The Island,Entire home/apt,40.0,120.0,0,0.0,1,269,0.0
31364175,Dream Suite Harbourfront core Amazing Lake view,Unknown,Waterfront Communities-The Island,Entire home/apt,314.0,28.0,110,1.26,1,361,15825.600000000002
31378871,Private basement apartment in Toronto,Unknown,Humber Heights-Westmount,Entire home/apt,456.0,28.0,31,0.36,1,173,6566.400000000001
31390246,Single Room - Riverdale Temenos,Unknown,North Riverdale,Private room,61.0,28.0,53,0.61,3,365,1488.4
31393229,Modern 1 Bedroom Suite - Downtown Core,Unknown,Waterfront Communities-The Island,Entire home/apt,141.0,28.0,63,0.73,2,90,4117.2
31441404,Bright 2 Bedroom + Parking close to 401,Unknown,Willowdale East,Entire home/apt,170.0,30.0,15,0.19,17,320,1292.0000000000002
31444113,Casa D&D - Ground Floor Lakeside Luxury,Unknown,Centennial Scarborough,Entire home/apt,129.0,28.0,105,1.22,1,179,6295.200000000001
31448839,Chic Condo in Toronto near airport and downtown!,Unknown,Etobicoke West Mall,Entire home/apt,343.0,2.0,82,2.09,1,327,28674.8
31457097,E4 Comfy room with great location.,Unknown,Willowdale East,Private room,41.0,30.0,21,0.25,4,78,410.0
31462642,"Bright & Big 3BR PH, King West, CN Tower View",Unknown,Waterfront Communities-The Island,Entire home/apt,168.0,28.0,22,0.26,3,45,1747.2
31466575,"1 min away from CN Tower, UnionStation",Unknown,Waterfront Communities-The Island,Private room,99.0,28.0,50,0.57,1,306,2257.2000000000003
31485290,Gorgeous midtown 1bdrm+den condo (Yonge-Eglinton),Unknown,Mount Pleasant West,Entire home/apt,33.0,182.0,30,0.48,1,365,633.6
31487649,Lakeside Living,Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,124.0,28.0,15,0.19,1,215,942.4000000000002
31490902,2 Bedroom basement apartment Brand NEW,Unknown,Stonegate-Queensway,Entire home/apt,171.0,28.0,142,1.68,1,365,11491.2
31492459,Bloordale walk up 2 bed near Subway! Free parking!,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,209.0,2.0,152,1.77,1,55,14797.200000000003
31569018,"Gorgeous and private 4 bed, 2 bath west end home",Unknown,Stonegate-Queensway,Entire home/apt,776.0,1.0,25,0.31,1,278,9622.4
31571700,Greenhouse,Unknown,Oakwood Village,Entire home/apt,353.0,28.0,13,0.15,1,269,2118.0
31598045,Beautiful Private Terrace On Willowdale [A2],Unknown,Newtonbrook East,Private room,38.0,29.0,28,0.32,7,169,486.40000000000003
31642254,"Annex - large 2BR flat, parking available",Unknown,Annex,Entire home/apt,119.0,30.0,112,1.3,3,257,6188.000000000001
31645057,Gorgeous Queen West Apartments - Main Floor,Unknown,South Parkdale,Entire home/apt,152.0,28.0,94,1.09,3,235,6627.200000000002
31654580,Queen size bed w/ private bath,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,71.0,28.0,108,1.24,3,365,3521.6
31665593,"Walkable to subway&near airport, free parking",Unknown,Islington-City Centre West,Private room,47.0,28.0,226,2.6,4,71,4888.000000000001
31666386,Single bunk bed room - Riverdale Temenos,Unknown,Blake-Jones,Private room,61.0,28.0,40,0.46,3,365,1122.4
31669112,Luxury Penthouse Private Room - Female Only,Unknown,Bayview Village,Private room,107.0,28.0,4,0.05,1,365,214.00000000000006
31673907,The coziest room,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,48.0,28.0,55,0.63,3,292,1209.6000000000001
31676493,Bay window queen size bed,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,76.0,28.0,105,1.23,3,365,3739.2000000000003
31695255,"Cozy, bright and comfortable 1-bedroom home",Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,162.0,28.0,1,0.02,1,268,129.6
31695699,Private Apartment Close to Airport Toronto Pearson,Unknown,Rexdale-Kipling,Entire home/apt,105.0,1.0,44,0.51,1,232,2142.0
31762097,Clean and Bright Renovated Basement,Unknown,Malvern,Entire home/apt,70.0,28.0,67,0.77,1,365,2156.0
31833294,✨Spacious Room in Shared  House by Finch Subway ✨,Unknown,Willowdale West,Private room,52.0,30.0,24,0.28,11,323,582.4000000000001
31840017,"Private washroom,walkable to subway,near airport",Unknown,Islington-City Centre West,Private room,117.0,1.0,209,2.41,4,29,11278.800000000001
31850233,Cosy private room in house,Unknown,Little Portugal,Private room,136.0,5.0,75,0.88,2,148,4787.200000000001
31861066,Bright Large Bedroom one block from Queen West,Unknown,Roncesvalles,Private room,146.0,1.0,84,0.97,2,9,5664.8
31874635,Fully Furnished Toronto Home for Lease,Unknown,Leaside-Bennington,Entire home/apt,144.0,60.0,2,0.04,1,262,230.4
31876216,Gorgeous 2 BD w Stunning LAKE View + FREE Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,158.0,60.0,6,0.07,3,287,442.40000000000003
31881411,spacious and stylishly decorated  2  bedrooms,Unknown,High Park-Swansea,Entire home/apt,134.0,28.0,9,0.11,1,88,589.6
31898846,"Modern Suite, King Bed, Full Kitchen, w/ Parking",Unknown,Pleasant View,Entire home/apt,114.0,28.0,137,1.58,1,268,7204.8
31928424,Castle View • Two Bedroom,Unknown,Casa Loma,Entire home/apt,170.0,28.0,1,0.01,2,363,68.0
31951522,Architect Designed Cozy City Retreat,Unknown,University,Entire home/apt,149.0,28.0,106,1.22,2,272,7271.200000000001
31966019,3BR Gem in the Junction Toronto!,Unknown,Junction Area,Entire home/apt,419.0,1.0,45,0.55,1,124,9218.000000000002
31984443,Cool & Comfortable Step Down Apartment,Unknown,Little Portugal,Entire home/apt,115.0,28.0,65,0.75,3,205,3450.0
31987759,50+Floor M $ Toronto Skyline•Lake Ontario Views,Unknown,Waterfront Communities-The Island,Entire home/apt,113.0,30.0,126,1.46,1,199,6599.2
31987867,Yorkville 29th Floor Celebrity Suite GREAT VIEW,Unknown,Annex,Entire home/apt,302.0,2.0,112,1.37,1,164,16549.600000000002
32022004,Private main floor of large bungalow in Toronto,Unknown,Pelmo Park-Humberlea,Entire home/apt,217.0,2.0,23,0.27,2,44,2343.6000000000004
32049504,Elegant 2 BD Waterfront Condo Downtown Toronto!,Unknown,Waterfront Communities-The Island,Entire home/apt,197.0,28.0,7,0.08,3,50,630.4000000000001
32049716,Corner Penthouse with Skyline and Lake View!,Unknown,Waterfront Communities-The Island,Entire home/apt,198.0,60.0,31,0.36,3,269,2851.2000000000003
32071480,"Blue, Safe & Cozy near Sunnybrook & Glendon",Unknown,Lawrence Park South,Private room,49.0,28.0,44,0.51,6,121,999.6000000000001
32083128,Stylish Two Bedroom + Bath & Exec. Beds - UofT,Unknown,University,Private room,140.0,28.0,152,1.76,1,89,9856.0
32107817,Furnished Queen Room for Monthly Stays,Unknown,O'Connor-Parkview,Private room,48.0,28.0,16,0.19,2,346,364.80000000000007
32108020,"Cozy, bright and relaxing room in Toronto",Unknown,Oakwood Village,Private room,86.0,1.0,138,1.63,3,344,5607.2
32136351,You're in a Beautiful Flavorful Part of the City.,Unknown,South Parkdale,Private room,181.0,28.0,113,1.31,1,269,9484.400000000001
32155452,"Charming 1 Bedroom Condo, Fashion District",Unknown,Waterfront Communities-The Island,Entire home/apt,113.0,28.0,18,0.21,17,365,949.2
32168062,✨ Huge Room in Shared  House by Finch Subway ✨,Unknown,Willowdale West,Private room,57.0,31.0,18,0.21,11,322,478.8
32168287,✨ Basic  Room in Shared  House by Finch Subway ✨,Unknown,Willowdale West,Private room,57.0,31.0,29,0.33,11,322,752.4000000000001
32198155,A private bedroom in a quiet neighbourhood!,Unknown,West Humber-Clairville,Private room,48.0,28.0,44,0.52,1,364,998.4000000000001
32206135,Cozy 1BED in Bloor West near Junction Triangle,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,447.0,28.0,16,0.19,1,365,3397.2000000000007
32223985,Garden Suite * patio* fibre internet * main floor,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,87.0,30.0,31,0.37,2,269,1287.6
32232905,Cozy Studio in Little Portugal,Unknown,Little Portugal,Entire home/apt,91.0,28.0,160,1.85,1,349,6734.000000000001
32287375,Private bedroom upstairs,Unknown,Caledonia-Fairbank,Private room,47.0,28.0,4,0.05,4,179,94.00000000000001
32288674,Beautiful Upper Beaches Area Bungalow With Parking,Unknown,Birchcliffe-Cliffside,Entire home/apt,232.0,1.0,158,1.84,1,200,17075.2
32339751,Modern Residence with Parking @ Heart of Downtown,Unknown,Church-Yonge Corridor,Entire home/apt,445.0,3.0,102,1.34,1,97,23852.000000000004
32340936,Chic & Modern King West 1 Bed + Sofa Bed Condo,Unknown,Waterfront Communities-The Island,Entire home/apt,232.0,3.0,171,2.02,1,250,18745.600000000002
32380820,Christie House Toronto,Unknown,Annex,Entire home/apt,495.0,28.0,10,0.23,1,178,4554.000000000001
32438556,Fabulous Junction Gem! Not to be missed!,Unknown,Junction Area,Private room,197.0,28.0,168,1.95,1,89,15366.0
32441809,Cozy Master room close to North york center sub,Unknown,Willowdale East,Private room,63.0,28.0,0,0.0,1,365,0.0
32448661,Happy home 3,Unknown,Don Valley Village,Private room,64.0,28.0,24,0.28,3,365,716.8000000000001
32455588,New Annex Flat w patio - parking available,Unknown,Annex,Entire home/apt,132.0,30.0,63,0.77,3,269,4065.6
32471404,"Stylish, Bright Apt in Iconic Kensington Market",Unknown,Kensington-Chinatown,Entire home/apt,111.0,28.0,20,0.62,1,172,2752.8
32487303,10mins from downtown - quiet street and great yard,Unknown,Parkwoods-Donalda,Entire home/apt,312.0,30.0,0,0.0,1,87,0.0
32502679,Corner Unit in Liberty Village (Parking + Balcony),Unknown,Niagara,Entire home/apt,357.0,1.0,114,3.15,1,117,44982.0
32508227,Stunning 3 storey heritage townhouse for rent,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,180.0,28.0,0,0.0,2,59,0.0
32522474,Trendy Townhouse Downtown Toronto/10 min walk-FIFA,Unknown,Niagara,Private room,127.0,1.0,33,0.95,1,294,4826.0
32530437,Gorgeous Toronto Annex Gem,Unknown,Annex,Entire home/apt,167.0,30.0,32,0.37,3,256,2471.6
32548753,Private modern Forest Hill Suite,Unknown,Forest Hill North,Entire home/apt,100.0,28.0,241,2.8,1,278,11199.999999999998
32549328,K- POP 1,Unknown,Newtonbrook East,Private room,56.0,28.0,10,0.12,3,89,268.8
32570157,Condo in Toronto. Steps to CN Tower,Unknown,Waterfront Communities-The Island,Entire home/apt,144.0,28.0,172,2.03,3,221,11692.800000000001
32614716,Cozy basement Room + private Bathroom | Free Wi-Fi,Unknown,Dorset Park,Private room,75.0,5.0,34,0.43,1,331,1290.0000000000002
32638075,Private bedroom with kitchen and amazing views,Unknown,Bayview Village,Private room,78.0,28.0,376,4.39,2,269,13696.8
32663326,Sunset Villa,Unknown,St.Andrew-Windfields,Private room,83.0,28.0,1,0.01,1,269,33.2
32670401,aluga se quartos Toronto North york,Unknown,Pleasant View,Private room,105.0,28.0,1,0.01,1,365,42.0
32673007,66MasterR102,Unknown,Newtonbrook East,Private room,51.0,28.0,13,0.16,5,204,326.40000000000003
32674281,growing oasis in the east,Unknown,Birchcliffe-Cliffside,Private room,47.0,28.0,7,0.08,4,177,150.4
32695509,Private 2 beds suite Toronto,Unknown,Stonegate-Queensway,Entire home/apt,73.0,29.0,205,2.4,4,122,7008.0
32700902,Precious Suite with OFFICE for 2 High floor Views!,Unknown,Waterfront Communities-The Island,Entire home/apt,95.0,28.0,210,2.45,5,144,9310.000000000002
32721977,AMAZING DOWNTOWN TORONTO CONDO BREATHTAKING VIEWS,Unknown,Niagara,Entire home/apt,116.0,30.0,164,1.92,1,170,8908.8
32724418,Unit 4 - Queen St East Studio Apt,Unknown,Moss Park,Entire home/apt,73.0,28.0,45,0.53,3,133,1547.6000000000001
32735070,Beautiful home in the heart of Beach neighbourhood,Unknown,The Beaches,Entire home/apt,483.0,2.0,53,0.63,1,159,12171.600000000002
32735994,2R New Modern Downtown 1 Bedrm Apt Prime Location,Unknown,Church-Yonge Corridor,Entire home/apt,89.0,28.0,9,0.15,17,352,534.0
32745528,"Cozy, quiet, basement suite with private entrance",Unknown,Rockcliffe-Smythe,Entire home/apt,60.0,28.0,35,0.42,1,118,1008.0
32746002,2+ bedroom loft near Yorkville,Unknown,Casa Loma,Entire home/apt,107.0,60.0,0,0.0,2,322,0.0
32749751,Bright Spacious 3BR | 1-Min Walk to Subway,Unknown,Victoria Village,Entire home/apt,485.0,2.0,102,2.25,1,217,43650.0
32781031,A colorful cozy place! whimsical backyard!,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,134.0,28.0,79,0.92,1,179,4931.200000000001
32811056,Private & Spacious with Laundry by Greektown,Unknown,Broadview North,Entire home/apt,133.0,2.0,42,0.49,1,16,2606.8
32820457,"Close to Scarborough Mall, Library, Banks",Unknown,Eglinton East,Private room,48.0,30.0,2,0.02,3,323,38.400000000000006
32835782,"GORGEOUS, PRIVATE with TERRACE! GREAT LOCATION!",Unknown,Little Portugal,Entire home/apt,140.0,28.0,13,0.15,5,139,840.0
32841571,Stylish Oasis: an architect's unique laneway house,Unknown,South Parkdale,Entire home/apt,411.0,2.0,60,2.06,1,13,33866.4
32842009,Luxurious new home in the Kingsway (West Toronto),Unknown,Stonegate-Queensway,Entire home/apt,514.0,28.0,53,0.64,1,135,13158.400000000001
32877545,An Oasis in the Heart of Little Italy,Unknown,Trinity-Bellwoods,Private room,142.0,28.0,42,0.94,2,269,5339.2
32888323,toronto welcomehouse 103room&private washroom,Unknown,L'Amoreaux,Private room,62.0,28.0,0,0.0,10,365,0.0
32923272,Cozy Juliette room in Leslieville,Unknown,Greenwood-Coxwell,Private room,54.0,28.0,194,2.29,3,364,4946.400000000001
32936367,2BR - 2WR Luxury Suite Downtown TOR - Free Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,143.0,28.0,111,1.32,1,179,7550.400000000001
32939042,Extravagant High-Rise Condo in Downtown Toronto!,Unknown,Waterfront Communities-The Island,Entire home/apt,109.0,28.0,105,1.24,1,77,5406.400000000001
33010575,Modern 2 Bd condo near CN tower/MTCC/Rogers Centre,Unknown,Waterfront Communities-The Island,Entire home/apt,444.0,1.0,171,2.0,1,177,35520.0
33037666,Condo in the Downtown City Center,Unknown,Waterfront Communities-The Island,Entire home/apt,259.0,3.0,226,2.65,1,12,27454.0
33040502,Private Basement Apartment in North York,Unknown,Bedford Park-Nortown,Entire home/apt,106.0,28.0,17,0.2,1,88,848.0000000000002
33043541,The Beaches pied-á-terre (Woodbine Beach),Unknown,The Beaches,Entire home/apt,225.0,2.0,144,2.07,1,37,18630.0
33048806,TRenovated basement room with private bathroom,Unknown,Downsview-Roding-CFB,Private room,69.0,30.0,11,0.13,3,365,358.8
33073690,Room (B) in Toronto (currently unavailable),Unknown,Caledonia-Fairbank,Private room,13.0,120.0,0,0.0,2,365,0.0
33137950,Dovercourt Park - Renovated and Detached,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,75.0,90.0,0,0.0,1,365,0.0
33169996,Toronto Yonge x St Clair 2min walk from the subway,Unknown,Rosedale-Moore Park,Entire home/apt,84.0,28.0,14,0.17,2,214,571.2
33219953,Bright and spacious Basement. Lonborough Ave.,Unknown,Beechborough-Greenbrook,Entire home/apt,95.0,28.0,40,0.48,2,345,1824.0
33267001,"Downtown Toronto, 1 Bed room +Den Condo-Lake View",Unknown,Waterfront Communities-The Island,Entire home/apt,219.0,2.0,155,1.83,1,185,16030.800000000001
33285128,"Uptrain, HighPark, Roncesvalles ,Junction, Bloor",Unknown,High Park North,Entire home/apt,122.0,28.0,68,0.83,1,173,4050.3999999999996
33308940,Rare Penthouse 2 Bedroom amazing view!,Unknown,Niagara,Entire home/apt,232.0,28.0,10,0.13,2,91,1206.4
33311879,Beautiful Ensuite Primary Bedroom By CN Tower,Unknown,Waterfront Communities-The Island,Private room,70.0,30.0,50,0.59,1,65,1652.0
33315451,A bright room. Double bed and desk. Free parking.,Unknown,Guildwood,Private room,91.0,2.0,50,0.59,3,365,2147.6
33343742,"Roomy 2 floor, 1.5 bdrm in hip Ossington village",Unknown,Little Portugal,Entire home/apt,159.0,28.0,4,0.05,2,291,318.00000000000006
33344531,Comfy private room @ safe central location,Unknown,Palmerston-Little Italy,Private room,44.0,28.0,19,0.22,5,106,387.20000000000005
33345038,Basement for guests,Unknown,Humber Summit,Entire home/apt,69.0,28.0,38,0.46,1,67,1269.6000000000001
33363102,LIPPINCOTT HOME SHARING,Unknown,University,Private room,47.0,28.0,31,0.37,2,73,695.5999999999999
33375198,Perfect 1 BR Close to Subway | UofT | Free Parking,Unknown,Church-Yonge Corridor,Entire home/apt,253.0,90.0,67,0.8,1,241,8096.000000000002
33392444,Large Condo in king/spadina w rooftop pool,Unknown,Waterfront Communities-The Island,Entire home/apt,323.0,28.0,5,0.06,1,268,775.1999999999999
33396661,Cabbagetown Victorian Restored to Designer Dream Oasis,Unknown,Cabbagetown-South St.James Town,Entire home/apt,428.0,1.0,70,0.84,2,256,14380.800000000001
33482500,Lonborough Ave. Upstairs,Unknown,Beechborough-Greenbrook,Entire home/apt,192.0,2.0,30,0.36,2,135,2764.8
33487611,PRIVATE GUEST SUITE in Detached Bungalows basement,Unknown,Woburn,Entire home/apt,74.0,28.0,9,0.11,1,365,325.6
33488255,Private Bedroom and Bath by CN Tower,Unknown,Waterfront Communities-The Island,Private room,63.0,28.0,48,0.57,1,135,1436.4
33494927,Luxury 1BR Executive Condo • Panoramic City Views,Unknown,Waterfront Communities-The Island,Entire home/apt,260.0,1.0,138,1.65,1,328,17160.0
33497120,1 bedroom in shared basement apartment,Unknown,Mimico (includes Humber Bay Shores),Private room,69.0,2.0,15,0.18,2,181,496.80000000000007
33515457,Room In A Wonderful Home,Unknown,Trinity-Bellwoods,Private room,81.0,30.0,1,0.04,1,358,129.6
33531284,"Cozy, bright and relaxing room in Toronto1",Unknown,Oakwood Village,Private room,86.0,1.0,107,1.29,3,316,4437.6
